name,rating,reviews,type_and_location
AtkinsRealis,3.7,(1.4k),Engineering & Construction | Bengaluru +54 other locations
Kantar,3.5,(1.4k),Analytics & KPO | Bengaluru +44 other locations
Oracle Financial Services Software,3.4,(1.4k),Software Product | Bengaluru +21 other locations
MedPlus,3.6,(1.4k),Retail | Hyderabad +140 other locations
Faurecia,3.9,(1.4k),Auto Components | Pune +28 other locations
Sheenlac Paints,4.2,(1.4k),Chemicals | Chennai +162 other locations
Eaton,4.0,(1.4k),Electronics Manufacturing | Pune +22 other locations
Paytm Payments Bank,3.8,(1.4k),Banking | Noida +137 other locations
Aforeserve,3.4,(1.4k),IT Services & Consulting | Mumbai +158 other locations
EOSGlobe,2.9,(1.3k),BPO | Mumbai +29 other locations
Sharekhan,3.7,(1.3k),Financial Services | Mumbai +113 other locations
Amity University,3.6,(1.3k),Education & Training | Noida +87 other locations
Fino Payments Bank,3.8,(1.3k),Banking | Mumbai +271 other locations
Worley,4.1,(1.3k),Engineering & Construction | Mumbai +56 other locations
VOIS,3.8,(1.3k),IT Services & Consulting | Pune +21 other locations
Chetu,3.6,(1.3k),Software Product | Noida +14 other locations
Bajaj Housing Finance,3.6,(1.3k),NBFC | Pune +169 other locations
City Union Bank,3.0,(1.3k),Banking | Chennai +193 other locations
TEKsystems,3.2,(1.3k),IT Services & Consulting | Bengaluru +18 other locations
DEXIT Global,3.5,(1.3k),IT Services & Consulting | Mumbai +151 other locations
JioMart,3.9,(1.3k),Retail | Mumbai +297 other locations
TÜV SÜD,3.9,(1.3k),"Testing, Inspection and Certification (TIC) | Bengaluru +126 other locations"
iMerit,3.2,(1.3k),IT Services & Consulting | Kolkata +22 other locations
mPokket,4.4,(1.3k),NBFC | Kolkata +21 other locations
Bharat FIH,3.7,(1.3k),Electronics Manufacturing | Chennai +39 other locations
Fusion Finance,3.9,(1.4k),NBFC | New Delhi +330 other locations
Novo Nordisk,3.6,(1.3k),Pharma | Bengaluru +73 other locations
Big Bazaar,4.3,(1.3k),Retail | New Delhi +159 other locations
Iffco Tokio General Insurance Co.,3.8,(1.3k),Insurance | Gurugram +279 other locations
Collabera Talent Solutions,3.5,(1.3k),Recruitment | Bengaluru +43 other locations
Rashmi Metaliks,3.2,(1.3k),Iron & Steel | Kharagpur +42 other locations
Sunknowledge Services,3.5,(1.3k),BPO | Kolkata +13 other locations
Unichem Laboratories,3.7,(1.3k),Pharma | Ghaziabad +76 other locations
GE,4.1,(1.3k),Defence & Aerospace | Bengaluru +76 other locations
Aerial Telecom Solutions,4.2,(1.3k),Telecom | Sahibzada Ajit Singh Nagar +110 other locations
Incedo,3.0,(1.3k),IT Services & Consulting | Gurugram +13 other locations
JSW Cement,4.0,(1.3k),Building Material | Mumbai +142 other locations
Aptara,3.1,(1.3k),Content Development | Noida +14 other locations
Burger King,3.9,(1.3k),Hospitality | New Delhi +109 other locations
Citco,3.1,(1.3k),Management Consulting | Pune +13 other locations
Hindware Limited,3.9,(1.3k),Building Material | Hyderabad +134 other locations
FDC,3.7,(1.3k),Pharma | Mumbai +126 other locations
TE Connectivity,4.1,(1.3k),Electronics Manufacturing | Bengaluru +22 other locations
INDIUM,4.0,(1.3k),IT Services & Consulting | Chennai +13 other locations
ZF Steering Gear,3.7,(1.3k),Auto Components | Pune +34 other locations
The Ramco Cements,4.0,(1.3k),Building Material | Chennai +123 other locations
ManpowerGroup,3.7,(1.3k),Recruitment | Bengaluru +148 other locations
CreditAccess Grameen,4.0,(1.3k),NBFC | Bengaluru +343 other locations
Hatsun Agro Product,3.8,(1.3k),Food Processing | Chennai +127 other locations
Bluestock ™,4.5,(1.3k),FinTech | Pune +43 other locations
Spicejet,3.4,(1.3k),Aviation | New Delhi +60 other locations
RBL FinServe,3.9,(1.3k),Financial Services | Mumbai +364 other locations
Atul,3.9,(1.3k),Chemicals | Valsad +64 other locations
VIBGYOR Group of Schools,3.5,(1.3k),Education & Training | Bengaluru +37 other locations
Grant Thornton,3.4,(1.3k),Accounting & Auditing | Bengaluru +59 other locations
Nippon Paint India,4.0,(1.3k),Chemicals | Chennai +163 other locations
Cinépolis,3.8,(1.3k),Media & Entertainment | New Delhi +59 other locations
GEP Worldwide,3.6,(1.3k),IT Services & Consulting | Mumbai +17 other locations
R Systems International,3.5,(1.3k),IT Services & Consulting | Noida +23 other locations
Fabindia,3.8,(1.3k),Retail | New Delhi +82 other locations
Shubham Housing Development Finance,3.9,(1.3k),NBFC | New Delhi +158 other locations
Brillio,3.4,(1.3k),IT Services & Consulting | Bengaluru +14 other locations
Hindustan Construction Company,4.3,(1.3k),Engineering & Construction | Mumbai +94 other locations
Punjab National Bank,3.8,(1.3k),Banking | New Delhi +216 other locations
Pantaloons,4.1,(1.3k),Retail | Mumbai +155 other locations
CenturyPly,3.8,(1.3k),Furniture & Furnishing | Kolkata +143 other locations
Baroda Global Shared Services,3.8,(1.3k),BPO | Gandhinagar +179 other locations
Mondelez International,4.1,(1.3k),Food Processing | Mumbai +198 other locations
OM Logistics,3.9,(1.3k),Logistics | New Delhi +123 other locations
Decathlon,3.6,(1.3k),Retail | Bengaluru +71 other locations
Luminous Power Technologies,4.1,(1.3k),Consumer Electronics & Appliances | Gurugram +135 other locations
More Supermarket,3.7,(1.3k),Retail | Bengaluru +161 other locations
Sigma Electric Manufacturing Corporation,4.0,(1.3k),Industrial Machinery | Pune +23 other locations
AGS Transact Technologies,2.8,(1.3k),FinTech | Mumbai +122 other locations
Panasonic,4.0,(1.3k),Consumer Electronics & Appliances | Gurugram +125 other locations
Viraj Profiles,4.0,(1.3k),Iron & Steel | Mumbai +26 other locations
Troikaa Pharmaceuticals,4.0,(1.3k),Pharma | Ahmedabad +105 other locations
Vestas,4.1,(1.3k),Power | Chennai +50 other locations
Jakson Group,4.1,(1.3k),Power | Noida +101 other locations
OpenText Technologies,3.4,(1.2k),Software Product | Bengaluru +14 other locations
Ion Exchange India,3.8,(1.2k),Waste Management | Mumbai +125 other locations
Automotive Manufacturers,3.9,(1.2k),Automobile | Hyderabad +148 other locations
Dell EMC,3.8,(1.2k),IT Services & Consulting | Bengaluru +53 other locations
Globant,3.4,(1.2k),IT Services & Consulting | Pune +17 other locations
Samsung Research,3.0,(1.2k),IT Services & Consulting | Bengaluru +19 other locations
ICICI Prudential Mutual Fund,3.9,(1.2k),Financial Services | Mumbai +168 other locations
Tenneco,3.6,(1.2k),Auto Components | Pune +45 other locations
Centre for Development of Advanced Computing,3.7,(1.2k),IT Services & Consulting | Pune +41 other locations
Jindal X,3.5,(1.2k),BPO | New Delhi +22 other locations
NetAmbit,4.0,(1.2k),BPO | Noida +144 other locations
ANZ Banking Group,3.8,(1.2k),Banking | Bengaluru +18 other locations
Electronics Corporation of India Limited,4.2,(1.2k),Electronics Manufacturing | Hyderabad +56 other locations
SKF,4.0,(1.2k),Auto Components | Pune +69 other locations
SK Finance Limited,3.8,(1.2k),NBFC | Jaipur +269 other locations
Godrej Consumer Products,4.0,(1.2k),FMCG | Mumbai +149 other locations
Royal Migration Solutions,4.9,(1.2k),Other | Dubai +12 other locations
Astral Pipe,3.9,(1.3k),Building Material | Ahmedabad +142 other locations
Oil And Natural Gas Corporation,4.4,(1.2k),Oil & Gas | Mumbai +84 other locations
PNC Infratech,3.8,(1.2k),Engineering & Construction | Agra +95 other locations
Fresenius Kabi,4.0,(1.2k),Pharma | Pune +64 other locations
R.V.R. PROJECTS,3.9,(1.2k),Engineering & Construction | Hyderabad +211 other locations
T-Systems ICT India,3.8,(1.2k),IT Services & Consulting | Pune +16 other locations
Intertek,3.7,(1.2k),"Testing, Inspection and Certification (TIC) | New Delhi +114 other locations"
Apex Group,2.7,(1.2k),Financial Services | Pune +28 other locations
iSON Xperiences,3.2,(1.2k),BPO | Chennai +43 other locations
Synchrony,4.3,(1.2k),Financial Services | Hyderabad +9 other locations
Rupeek,4.1,(1.2k),FinTech | Bengaluru +57 other locations
Spandana Sphoorty Financial,3.7,(1.2k),NBFC | Hyderabad +351 other locations
Aarvee Associates,3.7,(1.2k),Engineering & Construction | Hyderabad +170 other locations
Mu Sigma,2.4,(1.2k),Analytics & KPO | Bengaluru +16 other locations
Shriram Pistons & Rings,4.1,(1.2k),Auto Components | Bhiwadi +61 other locations
H.G. Infra Engineering,4.0,(1.2k),Engineering & Construction | Jaipur +99 other locations
Zoho,4.2,(1.2k),Software Product | Chennai +36 other locations
AIIMS,4.1,(1.2k),Education & Training | New Delhi +74 other locations
Prodapt,3.5,(1.2k),IT Services & Consulting | Chennai +16 other locations
Wind World,4.0,(1.2k),Power | Jaisalmer +82 other locations
Dassault Systemes,3.8,(1.2k),Software Product | Pune +12 other locations
Qualcomm,3.7,(1.2k),Semiconductors | Hyderabad +18 other locations
PHN Technology,4.3,(1.2k),EdTech | Pune +32 other locations
KIMS Hospital,3.8,(1.2k),Healthcare | Hyderabad +60 other locations
Best Sellers,4.1,(1.2k),Retail | Mumbai +92 other locations
Parexel International,3.8,(1.2k),Clinical Research | Hyderabad +25 other locations
Kalpataru Limited,4.2,(1.2k),Real Estate | Mumbai +82 other locations
DENSO,4.1,(1.2k),Auto Components | Gurugram +39 other locations
Rockman Industries,3.9,(1.2k),Auto Components | Haridwar +41 other locations
EbixCash Limited,3.7,(1.2k),Software Product | Noida +85 other locations
Fidelity Investments,4.1,(1.2k),Financial Services | Bengaluru +19 other locations
Kirloskar Oil Engines,4.1,(1.2k),Industrial Machinery | Pune +105 other locations
Fidelity National Financial,3.7,(1.2k),Financial Services | Bengaluru +15 other locations
FOCUS EDUMATICS,2.9,(1.2k),EdTech | Coimbatore +35 other locations
JK Lakshmi Cement,3.7,(1.2k),Building Material | New Delhi +140 other locations
Diageo,3.8,(1.2k),Beverage | Bengaluru +97 other locations
JTEKT,4.1,(1.2k),Auto Components | Gurugram +30 other locations
ExcelR,3.7,(1.2k),Education & Training | Bengaluru +24 other locations
DLF,3.9,(1.2k),Real Estate | Gurugram +35 other locations
Leadec India,4.1,(1.2k),Facility Management Services | Pune +80 other locations
Intel,4.1,(1.2k),Semiconductors | Bengaluru +37 other locations
Ahluwalia Contracts India,4.0,(1.2k),Engineering & Construction | New Delhi +57 other locations
Colliers India,3.9,(1.2k),Real Estate | Bengaluru +46 other locations
Strides Pharma,3.9,(1.2k),Pharma | Bengaluru +43 other locations
DP World,3.8,(1.2k),Logistics | Mumbai +83 other locations
ACG Worldwide,3.8,(1.2k),Pharma | Mumbai +31 other locations
Indostar Capital Finance Limited,4.3,(1.2k),NBFC | Mumbai +323 other locations
Baazar Retail Private Limited,4.5,(1.2k),Retail | Kolkata +109 other locations
Barclays Shared Services,3.8,(1.2k),Financial Services | Chennai +16 other locations
Xyz Company,3.8,(1.2k),Financial Services | Bengaluru +95 other locations
Thyrocare Technologies,3.8,(1.2k),Healthcare | Mumbai +75 other locations
The Jaypee Group,3.8,(1.1k),Engineering & Construction | Noida +106 other locations
Coca-Cola Company,4.0,(1.1k),Beverage | Bengaluru +209 other locations
Nielsen,3.2,(1.1k),Analytics & KPO | Bengaluru +74 other locations
Electronica Finance,4.2,(1.1k),NBFC | Pune +173 other locations
Salesforce,3.9,(1.1k),Software Product | Hyderabad +40 other locations
Ocwen Financial Solutions,3.9,(1.1k),Financial Services | Bengaluru +9 other locations
PayPal,3.7,(1.1k),FinTech | Bengaluru +15 other locations
Innova Solutions,3.3,(1.1k),IT Services & Consulting | Hyderabad +37 other locations
Podar International School,4.0,(1.1k),Education & Training | Mumbai +124 other locations
Edelweiss,3.6,(1.1k),Financial Services | Mumbai +113 other locations
Johnson Lifts,3.9,(1.1k),Industrial Machinery | Chennai +75 other locations
DISH TV,3.4,(1.1k),Broadcasting | Noida +153 other locations
Nilkamal,3.6,(1.1k),Furniture & Furnishing | Mumbai +112 other locations
Zetwerk,4.0,(1.1k),Industrial Machinery | Bengaluru +120 other locations
Hire In Global,4.9,(1.1k),Recruitment | Mumbai +55 other locations
Apollo Health and Lifestyle Limited,4.3,(1.1k),Healthcare | Hyderabad +93 other locations
Federal Bank,3.6,(1.1k),Banking | Mumbai +151 other locations
HFCL Limited,3.7,(1.1k),Telecom | Hyderabad +111 other locations
MDIndia Health Insurance TPA,3.6,(1.1k),Insurance | Pune +94 other locations
Bajaj Motors,3.9,(1.1k),Auto Components | Gurugram +90 other locations
Aparna Constructions and Estates,3.9,(1.1k),Real Estate | Hyderabad +21 other locations
Prism Johnson,3.7,(1.1k),Building Material | Mumbai +145 other locations
Sri Chaitanya Techno Schools,3.4,(1.1k),Education & Training | Bengaluru +166 other locations
Schaeffler India,4.0,(1.1k),Auto Components | Vadodara +27 other locations
CaratLane - A Tata Product,4.0,(1.1k),Jewellery | Chennai +87 other locations
Birla Corporation,4.1,(1.1k),Building Material | Satna +143 other locations
NxtWave,3.4,(1.1k),EdTech | Hyderabad +52 other locations
Meril,3.6,(1.1k),Medical Equipment | Vapi +82 other locations
Indira IVF Hospital,4.0,(1.1k),Healthcare | Mumbai +105 other locations
Dhoot Transmission,3.7,(1.1k),Auto Components | Chhatrapati Sambhajinagar +42 other locations
London Stock Exchange Group,3.7,(1.1k),Financial Services | Bengaluru +11 other locations
Biocon Biologics,3.7,(1.1k),Biotechnology | Bengaluru +27 other locations
Imperial Auto Industries,3.8,(1.1k),Auto Components | Faridabad +38 other locations
Edelweiss Life Insurance,3.7,(1.1k),Insurance | Mumbai +123 other locations
Aptiv,3.5,(1.1k),Auto Components | Bengaluru +26 other locations
INDO-MIM,4.0,(1.1k),Metals & Mining | Bengaluru +34 other locations
Piaggio,3.6,(1.1k),Automobile | Pune +82 other locations
Deccan Fine Chemicals,3.6,(1.1k),Agro Chemicals | Tuni +31 other locations
Barbeque Nation,3.9,(1.1k),Hospitality | Bengaluru +83 other locations
Wistron,4.0,(1.1k),Electronics Manufacturing | Bengaluru +22 other locations
Jacobs Engineering Group,4.2,(1.1k),Engineering & Construction | Mumbai +42 other locations
ICON Plc,4.0,(1.1k),Clinical Research | Chennai +27 other locations
Balkrishna Industries,4.0,(1.1k),Auto Components | Bhuj +32 other locations
Onward Technologies Inc,2.9,(1.1k),IT Services & Consulting | Pune +63 other locations
VMware Software,4.4,(1.1k),Software Product | Bengaluru +18 other locations
Jabil Circuit India,4.0,(1.1k),Electronics Manufacturing | Pune +30 other locations
Saipem,4.2,(1.1k),Engineering & Construction | Chennai +41 other locations
Motilal Oswal Home Finance,4.3,(1.1k),NBFC | Mumbai +127 other locations
Kohler,3.7,(1.1k),Building Material | Pune +52 other locations
Hyundai Mobis,3.7,(1.1k),Auto Components | Chennai +47 other locations
Sundaram Finance,4.0,(1.1k),NBFC | Chennai +248 other locations
Navitasys India,4.1,(1.1k),Electronics Manufacturing | Bawal +25 other locations
Advantmed,4.2,(1.1k),Healthcare | Ahmedabad +15 other locations
Unicharm,3.9,(1.1k),FMCG | Gurugram +188 other locations
Zydus Wellness,4.1,(1.1k),FMCG | Ahmedabad +129 other locations
V2 Retail,3.3,(1.1k),Retail | New Delhi +129 other locations
TK Elevator,3.8,(1.1k),Industrial Machinery | Pune +80 other locations
Wonder Home Finance,4.6,(1.1k),NBFC | Jaipur +117 other locations
Asirvad Microfinance,3.8,(1.1k),NBFC | Chennai +313 other locations
Stanza Living,3.0,(1.1k),Internet | Bengaluru +36 other locations
Sri Chaitanya Educational Institutions,3.7,(1.1k),Education & Training | Hyderabad +103 other locations
Hikal,3.8,(1.1k),Pharma | Bengaluru +22 other locations
Jet Airways,4.6,(1.1k),Aviation | Mumbai +44 other locations
Kirloskar Brothers,3.8,(1.1k),Industrial Machinery | Pune +73 other locations
Syngenta,4.2,(1.1k),Agriculture | Pune +173 other locations
Air India Sats Airport Services,3.6,(1.1k),Aviation | New Delhi +48 other locations
CALIBEHR,4.0,(1.1k),IT Services & Consulting | Mumbai +182 other locations
Svatantra Microfin,3.9,(1.1k),NBFC | Mumbai +327 other locations
Godrej Agrovet,3.9,(1.1k),Agriculture | Mumbai +145 other locations
Amazon Sellers Services,4.0,(1.1k),Internet | Bengaluru +69 other locations
Adani Ports and SEZ,3.7,(1.1k),Ports & Shipping | Mundra +61 other locations
MAHLE ANAND Filter Systems,4.0,(1.1k),Auto Components | Pune +39 other locations
Tube Investments of India,3.8,(1.1k),Engineering & Construction | Chennai +63 other locations
GAIL,4.4,(1.1k),Oil & Gas | New Delhi +102 other locations
Aarvi Encon,3.9,(1.1k),Recruitment | Mumbai +130 other locations
Nexa,4.0,(1.1k),Automobile | New Delhi +215 other locations
Metropolis Healthcare,3.9,(1.1k),Healthcare | Mumbai +101 other locations
Gmmco,4.0,(1.1k),Industrial Machinery | Chennai +90 other locations
MG Motor,3.8,(1.1k),Automobile | Vadodara +99 other locations
Northcorp Software,4.8,(1.1k),IT Services & Consulting | Gurugram +7 other locations
Vedanta Aluminium,3.8,(1.1k),Metals & Mining | Jharsuguda +45 other locations
Power Grid Corporation of India,4.3,(1.1k),Power | Gurugram +235 other locations
HPCL-Mittal Energy Limited,4.3,(1.1k),Petrochemicals | Bathinda +30 other locations
Vayona Energy,4.0,(1.1k),Power | Bengaluru +68 other locations
Knorr-Bremse,3.3,(1.1k),Auto Components | Pune +30 other locations
1point1 Solutions,3.3,(1.1k),BPO | Bengaluru +18 other locations
Pernod Ricard,3.4,(1k),Beverage | Gurugram +119 other locations
Klm Axiva Finvest,4.4,(1k),NBFC | Bengaluru +158 other locations
TÜV NORD,3.8,(1k),"Testing, Inspection and Certification (TIC) | Pune +85 other locations"
TKIL,4.1,(1k),Industrial Machinery | Pune +61 other locations
Bajaj Capital Insurance Broking Limited,4.4,(1k),Insurance | New Delhi +139 other locations
Spencer's Retail,3.8,(1k),Retail | Kolkata +63 other locations
Zf Rane Automotive,3.9,(1k),Auto Components | Chennai +50 other locations
Kinara Capital,4.2,(1k),NBFC | Bengaluru +114 other locations
Bharat Sanchar Nigam,3.9,(1k),Telecom | Bengaluru +241 other locations
Tata Capital Housing Finance,3.9,(1k),NBFC | Mumbai +168 other locations
Dana Anand,4.0,(1k),Auto Components | Pune +47 other locations
Thermo Fisher Scientific,3.7,(1k),Biotechnology | Bengaluru +35 other locations
GlobalData,3.4,(1k),Analytics & KPO | Hyderabad +22 other locations
Nippon Life India Asset Management,4.6,(1k),Financial Services | Mumbai +189 other locations
Greenko Group,3.9,(1k),Power | Hyderabad +82 other locations
Aspire Systems,3.8,(1k),IT Services & Consulting | Chennai +23 other locations
Hindustan Zinc,3.8,(1k),Metals & Mining | Udaipur +36 other locations
Gharda Chemicals Limited,4.0,(1k),Agro Chemicals | Mumbai +72 other locations
Wheels,3.9,(1k),Auto Components | Chennai +46 other locations
Ceasefire Industries,3.1,(1k),Industrial Machinery | New Delhi +76 other locations
ValueMomentum,3.2,(1k),IT Services & Consulting | Hyderabad +11 other locations
Netcracker Technology,3.0,(1k),IT Services & Consulting | Hyderabad +12 other locations
Amara Raja Group,4.1,(1k),Auto Components | Tirupati +79 other locations
Otis Elevator,4.1,(1k),Industrial Machinery | Bengaluru +71 other locations
SYSKA LED Lights,2.9,(1k),Consumer Electronics & Appliances | Pune +155 other locations
Sahara India Pariwar,3.8,(1k),Broadcasting | Lucknow +247 other locations
Lakshmi Machine Works,3.8,(1k),Industrial Machinery | Coimbatore +32 other locations
BirlaNu,3.9,(1k),Building Material | Hyderabad +109 other locations
Incheon Motors,4.7,(1k),Automobile | Kochi +15 other locations
Crompton Greaves Consumer Electricals,3.7,(1k),Consumer Electronics & Appliances | Mumbai +106 other locations
Allianz Technology,4.0,(1k),IT Services & Consulting | Pune +14 other locations
Fractal Analytics,4.0,(1k),Analytics & KPO | Bengaluru +18 other locations
iQor Global Services,3.3,(1k),BPO | Noida +49 other locations
Uber,4.1,(1k),Internet | Hyderabad +52 other locations
Vistaar Finance,3.9,(1k),NBFC | Bengaluru +202 other locations
IIFL Home Finance,3.8,(1.1k),NBFC | Gurugram +253 other locations
Hitachi Energy,4.1,(1k),Power | Chennai +37 other locations
Malabar Gold and Diamonds,4.0,(1k),Jewellery | Hyderabad +129 other locations
Suzuki Motorcycle,4.0,(1k),Automobile | Gurugram +119 other locations
Temenos,3.2,(1k),Software Product | Chennai +11 other locations
SitusAMC,3.3,(1k),Financial Services | Bengaluru +18 other locations
Vertiv,3.9,(1k),Electronics Manufacturing | Pune +54 other locations
Encora,3.4,(1k),IT Services & Consulting | Bengaluru +19 other locations
NBC Bearings,3.9,(1k),Auto Components | Jaipur +29 other locations
ALLEN Career Institute,3.8,(1k),Education & Training | Kota +71 other locations
Shyam Steel Group,3.5,(1k),Iron & Steel | Kolkata +83 other locations
MakeMyTrip,3.4,(1k),Internet | Gurugram +46 other locations
SLMG Beverages,3.9,(1k),Beverage | Lucknow +91 other locations
IB Group,3.8,(1k),Food Processing | Rajnandgaon +152 other locations
TradeIndia (Infocom Network Private Limited),3.3,(1k),Internet | New Delhi +42 other locations
GVPR Engineers,3.7,(1k),Engineering & Construction | Hyderabad +93 other locations
Visionet Systems,3.3,(1k),IT Services & Consulting | Bengaluru +17 other locations
Hinduja Housing Finance,3.7,(1k),NBFC | New Delhi +209 other locations
Lemon Tree Hotels,4.0,(1k),Hospitality | New Delhi +78 other locations
Perfetti Van Melle,4.2,(996),FMCG | Gurugram +161 other locations
Bounteous x Accolite,3.2,(995),IT Services & Consulting | Bengaluru +15 other locations
Westside,3.8,(992),Retail | Mumbai +106 other locations
Atlas Copco,4.1,(991),Industrial Machinery | Pune +58 other locations
QX Global Group,3.1,(991),BPO | Ahmedabad +20 other locations
Secure Meters,3.9,(991),Electronics Manufacturing | Udaipur +72 other locations
eClinicalWorks,3.6,(991),Software Product | Mumbai +20 other locations
Innodata India Private Limited,3.5,(990),IT Services & Consulting | Noida +23 other locations
Hitachi Payment Services,3.6,(990),FinTech | Mumbai +87 other locations
CarDekho Group,3.6,(989),Internet | Gurugram +82 other locations
Thomas Cook,4.0,(988),Travel & Tourism | Mumbai +81 other locations
Syrma SGS Technologies,4.0,(988),Electronics Manufacturing | Chennai +23 other locations
AstraZeneca,3.9,(986),Pharma | Chennai +49 other locations
United Breweries,3.3,(987),Beverage | Bengaluru +105 other locations
Mastek,3.6,(986),IT Services & Consulting | Mumbai +23 other locations
Pristyn Care,3.2,(985),Internet | Gurugram +33 other locations
Fortrea Development India Private Limited,3.9,(985),Clinical Research | Bengaluru +11 other locations
JW Marriott,4.2,(984),Hospitality | Mumbai +42 other locations
Tata Cummins,4.4,(983),Auto Components | Jamshedpur +44 other locations
ALTEN,3.6,(982),IT Services & Consulting | Bengaluru +23 other locations
Colgate Palmolive,4.0,(990),FMCG | Mumbai +120 other locations
Škoda Auto Volkswagen,3.9,(981),Automobile | Pune +47 other locations
Collins Aerospace,3.8,(980),Defence & Aerospace | Bengaluru +11 other locations
Amazon Web Services,3.8,(980),IT Services & Consulting | Bengaluru +62 other locations
Comviva Technology,2.9,(979),Software Product | Gurugram +18 other locations
Star Cement,4.0,(977),Building Material | Guwahati +80 other locations
Cult.fit,3.6,(976),Fitness & Wellness | Bengaluru +41 other locations
Mahindra Automotives,3.8,(975),Automobile | Pune +129 other locations
Rebel Foods,3.7,(974),Hospitality | Mumbai +80 other locations
MasterCard,3.8,(974),FinTech | Pune +14 other locations
Arohan Financial Services,3.9,(974),NBFC | Kolkata +231 other locations
Everest Industries,3.8,(973),Building Material | Mumbai +97 other locations
Aparajitha Corporate Services,3.8,(973),Legal | Madurai +98 other locations
C&S Electric,4.0,(972),Electrical Equipment | Noida +58 other locations
Vaco Binary Semantics,3.1,(971),IT Services & Consulting | Gurugram +48 other locations
Siemens Energy,4.1,(969),Power | Pune +50 other locations
Pizza Hut,4.0,(969),Hospitality | New Delhi +129 other locations
Xebia,3.1,(968),IT Services & Consulting | Gurugram +23 other locations
Softenger,3.9,(968),IT Services & Consulting | Pune +31 other locations
Unity Small Finance Bank,3.6,(1k),Banking | Mumbai +145 other locations
Altisource,3.5,(965),Real Estate | Bengaluru +9 other locations
Barclays Global Service Centre,3.9,(964),IT Services & Consulting | Pune +13 other locations
VIP Industries,3.7,(963),Retail | Mumbai +95 other locations
Kendriya Vidyalaya Sangathan,4.3,(962),Education & Training | New Delhi +232 other locations
Natco Pharma,4.0,(962),Pharma | Hyderabad +64 other locations
TechnipFMC,3.9,(961),Engineering & Construction | Hyderabad +43 other locations
Wonder Cement,4.2,(961),Building Material | Nimbahera +112 other locations
Merino Industries,3.8,(960),Building Material | New Delhi +80 other locations
Lowe's,4.1,(960),Retail | Bengaluru +9 other locations
Tiger Analytics,3.7,(959),IT Services & Consulting | Bengaluru +17 other locations
Capacit'e Infraprojects,3.7,(959),Engineering & Construction | Mumbai +35 other locations
Napino Auto & Electronics,3.8,(960),Auto Components | Gurugram +25 other locations
Lumina Datamatics,3.2,(958),IT Services & Consulting | Mumbai +20 other locations
Quantiphi Analytics Solutions Private Limited,3.1,(958),IT Services & Consulting | Bengaluru +18 other locations
General Mills,4.1,(956),Food Processing | Mumbai +54 other locations
Pricol,3.9,(956),Auto Components | Coimbatore +34 other locations
J B Chemicals And Pharmaceuticals,3.9,(956),Pharma | Mumbai +94 other locations
Jyothy Labs,4.1,(955),FMCG | Mumbai +197 other locations
Nasser S. Al Hajri Corporation,3.6,(955),Engineering & Construction | Chennai +55 other locations
Petrofac,4.2,(955),Oil & Gas | Chennai +43 other locations
LOREAL,3.8,(953),Beauty & Personal Care | Mumbai +100 other locations
Yokohama Off-Highway Tires,3.6,(952),Auto Components | Bharuch +38 other locations
Gannon Dunkerley & Co.,3.4,(951),Engineering & Construction | Kolkata +82 other locations
Episource,3.9,(951),IT Services & Consulting | Chennai +20 other locations
JSW Group,3.8,(950),Iron & Steel | Mumbai +95 other locations
Financial Software & Systems,3.6,(948),Software Product | Chennai +33 other locations
Hiranandani Financial Services,4.4,(946),NBFC | Mumbai +134 other locations
Mando Automotive,4.0,(945),Auto Components | Chennai +21 other locations
Jubilant Pharmova,3.7,(944),Pharma | Noida +61 other locations
Defence Research & Development Organisation,4.5,(942),Defence & Aerospace | Hyderabad +57 other locations
Technip Energies,4.1,(941),Engineering & Construction | Noida +41 other locations
Salcomp Manufacturing,4.0,(940),Electronics Manufacturing | Chennai +27 other locations
VeeTechnologies,3.8,(939),IT Services & Consulting | Bengaluru +39 other locations
Guidehouse,3.6,(939),Management Consulting | Chennai +19 other locations
Shriram General Insurance,3.6,(938),Insurance | Jaipur +199 other locations
KEI Industries,4.3,(938),Electrical Equipment | New Delhi +102 other locations
National Payments Corporation of India,4.0,(937),FinTech | Mumbai +11 other locations
Hathway,3.3,(936),Telecom | Mumbai +58 other locations
Marsh McLennan,3.9,(935),Management Consulting | Mumbai +24 other locations
BDR Pharmaceuticals International,4.1,(935),Pharma | Vadodara +29 other locations
Astral Adhesives,3.9,(935),Chemicals | Ahmedabad +157 other locations
Velocis Systems,3.8,(934),IT Services & Consulting | New Delhi +51 other locations
Skipper,3.8,(934),Industrial Machinery | Kolkata +91 other locations
Pramerica Life Insurance,3.6,(933),Insurance | Gurugram +125 other locations
Amphenol Interconnect,4.2,(933),Electrical Equipment | Pune +19 other locations
ICCS,3.1,(932),BPO | Noida +31 other locations
Tikona Infinet,3.5,(931),Telecom | Mumbai +46 other locations
Timken,3.9,(930),Industrial Machinery | Jamshedpur +44 other locations
Aristo Pharmaceuticals,4.0,(928),Pharma | Mumbai +108 other locations
FLSmidth,3.6,(928),Industrial Machinery | Chennai +24 other locations
Jaro Education,3.2,(928),EdTech | Mumbai +24 other locations
Aircel,4.4,(927),Telecom | New Delhi +114 other locations
Reliance Power,4.1,(927),Power | Singrauli +42 other locations
Signify,3.4,(927),Consumer Electronics & Appliances | Bengaluru +83 other locations
Naukri,4.2,(926),Internet | Noida +72 other locations
